Name,Country_ID,Country,Gaul_Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Amoron'i Mania,MDG,Madagascar,41751,0.0558,0.0598,0.0685,0.0787,0.0951,0.1132,0.1163,0.0857,0.0615,0.0423,0.0298,0.0212,0.0209,0.0252,0.022,0.0201
Analamanga,MDG,Madagascar,41752,0.0175,0.0213,0.028,0.0372,0.0539,0.0793,0.0915,0.0785,0.0606,0.0431,0.0324,0.0232,0.0219,0.0249,0.0214,0.0199
Analanjirofo,MDG,Madagascar,41753,0.4248,0.4441,0.4508,0.4495,0.4385,0.3881,0.337,0.2767,0.1883,0.1261,0.0846,0.0508,0.0382,0.0428,0.0382,0.0312
Androy,MDG,Madagascar,41754,0.2695,0.2815,0.2862,0.2828,0.2674,0.2217,0.176,0.1364,0.0813,0.0465,0.0301,0.0237,0.0285,0.0419,0.0359,0.0322
Anosy,MDG,Madagascar,41755,0.2763,0.278,0.2767,0.2709,0.26,0.2181,0.183,0.15,0.0987,0.0668,0.0516,0.047,0.0643,0.0857,0.0747,0.0664
Atsimo Andrefana,MDG,Madagascar,41756,0.2526,0.2618,0.26,0.2541,0.2361,0.1956,0.1525,0.1105,0.0593,0.033,0.0237,0.0227,0.0357,0.0624,0.0537,0.0481
Atsimo Atsinanana,MDG,Madagascar,41757,0.2771,0.2836,0.2863,0.287,0.2823,0.2491,0.2317,0.2097,0.1722,0.1455,0.1285,0.1162,0.1412,0.161,0.1454,0.1266
Atsinanana,MDG,Madagascar,41758,0.2435,0.2691,0.2961,0.3244,0.3553,0.3398,0.3274,0.3028,0.2486,0.1965,0.1546,0.107,0.0858,0.0818,0.0752,0.0648
Betsiboka,MDG,Madagascar,41759,0.2289,0.2379,0.246,0.2468,0.2365,0.1869,0.1611,0.1435,0.1121,0.0883,0.0703,0.0517,0.0501,0.0583,0.0501,0.0457
Boeny,MDG,Madagascar,41760,0.249,0.2511,0.2508,0.2461,0.2327,0.1809,0.1513,0.1384,0.1042,0.079,0.0598,0.0427,0.0401,0.0448,0.0397,0.035
Bongolava,MDG,Madagascar,41761,0.1655,0.1642,0.1651,0.1681,0.1716,0.1648,0.1321,0.1041,0.0684,0.046,0.0335,0.0271,0.0331,0.0484,0.0405,0.0376
Diana,MDG,Madagascar,41762,0.2663,0.2764,0.2821,0.2812,0.2697,0.2136,0.1725,0.1294,0.0781,0.0516,0.0391,0.0333,0.0435,0.0618,0.0553,0.0473
Haute Matsiatra,MDG,Madagascar,41763,0.0573,0.0638,0.0731,0.0823,0.0965,0.1062,0.094,0.0827,0.0613,0.0429,0.0295,0.0194,0.0165,0.0183,0.0161,0.0147
Ihorombe,MDG,Madagascar,41764,0.1454,0.152,0.1586,0.1629,0.1652,0.1281,0.1155,0.1042,0.0756,0.0538,0.0402,0.0311,0.0335,0.0426,0.0369,0.0336
Itasy,MDG,Madagascar,41765,0.0379,0.0377,0.041,0.0467,0.0588,0.0777,0.086,0.0644,0.0482,0.035,0.0267,0.0212,0.0235,0.0296,0.0252,0.0235
Melaky,MDG,Madagascar,41766,0.337,0.3395,0.3388,0.3343,0.3229,0.2732,0.2275,0.175,0.1079,0.0711,0.0577,0.0574,0.0904,0.1419,0.1249,0.111
Menabe,MDG,Madagascar,41767,0.3046,0.3086,0.3089,0.3089,0.3011,0.249,0.2044,0.1553,0.0914,0.0557,0.0411,0.0356,0.0496,0.0811,0.0706,0.0621
Sava,MDG,Madagascar,41768,0.3269,0.3435,0.3506,0.356,0.3426,0.2974,0.2567,0.2107,0.1425,0.1004,0.0751,0.0557,0.0561,0.0676,0.0598,0.0502
Sofia,MDG,Madagascar,41769,0.2795,0.2925,0.3019,0.3004,0.2851,0.225,0.1909,0.1603,0.1131,0.0833,0.066,0.0533,0.0622,0.0797,0.0697,0.0627
Vakinankaratra,MDG,Madagascar,41770,0.0379,0.0396,0.0441,0.0505,0.0599,0.0726,0.0704,0.0556,0.0419,0.0304,0.0226,0.0166,0.0165,0.0197,0.0169,0.0157
Vatovavy Fitovinany,MDG,Madagascar,41771,0.2053,0.2198,0.2338,0.2487,0.2586,0.2341,0.2229,0.209,0.1807,0.1528,0.1285,0.0972,0.0956,0.1025,0.0947,0.0828
Kabarole,UGA,Uganda,42180,0.486,0.4971,0.497,0.4863,0.4665,0.4414,0.4024,0.3362,0.2967,0.2726,0.2221,0.1883,0.1704,0.1555,0.1682,0.1554
Kaberamaido,UGA,Uganda,42181,0.6746,0.7129,0.7032,0.6594,0.5569,0.4484,0.3945,0.3744,0.4337,0.5087,0.484,0.395,0.2963,0.2128,0.223,0.2084
Kampala,UGA,Uganda,42182,0.1985,0.2182,0.2281,0.2173,0.1938,0.1691,0.1243,0.1026,0.1014,0.1065,0.088,0.0725,0.0632,0.0579,0.0634,0.067
Kamwenge,UGA,Uganda,42183,0.5403,0.5539,0.555,0.5405,0.5193,0.4937,0.457,0.3927,0.3552,0.3279,0.2697,0.2216,0.1867,0.1574,0.1728,0.1572
Kanungu,UGA,Uganda,42184,0.3048,0.3231,0.3311,0.3224,0.298,0.2737,0.2137,0.1525,0.1167,0.0922,0.0705,0.0552,0.0492,0.0458,0.0513,0.0502
Kayunga,UGA,Uganda,42185,0.414,0.483,0.529,0.5321,0.5091,0.4903,0.4713,0.4745,0.5385,0.5902,0.5279,0.3805,0.2313,0.1362,0.1503,0.1436
Mayuge,UGA,Uganda,42189,0.4772,0.5993,0.6564,0.6567,0.6049,0.5554,0.5458,0.5606,0.6383,0.7111,0.6486,0.4936,0.2934,0.1592,0.1719,0.1663
Nakasongola,UGA,Uganda,42195,0.603,0.6384,0.6381,0.6009,0.5189,0.4442,0.4003,0.3852,0.4409,0.4988,0.4609,0.3729,0.2802,0.1989,0.21,0.1975
Rukungiri,UGA,Uganda,42197,0.3476,0.3686,0.3794,0.3617,0.3353,0.303,0.2443,0.1763,0.1374,0.1101,0.0841,0.0672,0.0616,0.0584,0.0659,0.0631
Wakiso,UGA,Uganda,42200,0.2946,0.3246,0.3388,0.323,0.287,0.2528,0.1961,0.1649,0.1625,0.1675,0.1423,0.1147,0.0971,0.0836,0.0929,0.0935
Yumbe,UGA,Uganda,42201,0.7138,0.693,0.6702,0.6464,0.6171,0.5983,0.5838,0.5613,0.5734,0.5772,0.502,0.3917,0.272,0.1895,0.1947,0.1747
Amolatar,UGA,Uganda,47067,0.6813,0.709,0.6981,0.644,0.5324,0.4259,0.3757,0.3752,0.4473,0.5346,0.5151,0.4278,0.3205,0.2287,0.2447,0.2234
Amuria,UGA,Uganda,47068,0.5873,0.6266,0.6207,0.5857,0.4986,0.4114,0.3697,0.3437,0.3841,0.4447,0.4126,0.3217,0.2379,0.1748,0.178,0.1722
Butaleja,UGA,Uganda,47071,0.752,0.8499,0.8763,0.8606,0.7853,0.6768,0.6074,0.5728,0.6152,0.6706,0.6248,0.5245,0.4063,0.2917,0.3084,0.2935
Ibanda,UGA,Uganda,47072,0.4864,0.5035,0.5076,0.4867,0.4659,0.4434,0.4033,0.3419,0.3029,0.2736,0.2223,0.1764,0.1436,0.1201,0.1319,0.1215
Isingiro,UGA,Uganda,47073,0.3919,0.4106,0.4217,0.3929,0.3661,0.3362,0.2871,0.2492,0.2287,0.2118,0.1588,0.1021,0.0658,0.0477,0.0518,0.0503
Kaabong,UGA,Uganda,47074,0.3136,0.3189,0.3061,0.2792,0.2342,0.2052,0.1731,0.1434,0.1339,0.1394,0.1216,0.0972,0.0865,0.0735,0.0783,0.0799
Kaliro,UGA,Uganda,47075,0.6234,0.7145,0.7511,0.743,0.688,0.6229,0.6025,0.6028,0.6644,0.7253,0.6678,0.5437,0.3764,0.2357,0.2504,0.2377
Katakwi,UGA,Uganda,47078,0.5565,0.6087,0.6125,0.5827,0.5005,0.4187,0.3736,0.3352,0.358,0.4015,0.3649,0.2825,0.2115,0.1558,0.1622,0.1574
Kiruhura,UGA,Uganda,47079,0.4981,0.5142,0.515,0.494,0.4728,0.4511,0.4208,0.3812,0.3697,0.3621,0.3062,0.2362,0.1763,0.1331,0.1423,0.1343
Koboko,UGA,Uganda,47080,0.7256,0.7013,0.6758,0.6528,0.6255,0.6069,0.5998,0.5764,0.5878,0.5929,0.5173,0.4048,0.284,0.2002,0.2034,0.1838
Luwero,UGA,Uganda,47083,0.4322,0.4855,0.5117,0.4985,0.4565,0.4182,0.3698,0.3453,0.3789,0.4082,0.365,0.2761,0.1988,0.143,0.1539,0.1511
Mbale,UGA,Uganda,47085,0.7687,0.8574,0.8751,0.846,0.7394,0.577,0.4636,0.3902,0.3912,0.4333,0.406,0.3494,0.317,0.2704,0.2869,0.2745
Mbarara,UGA,Uganda,47086,0.4242,0.4481,0.4572,0.4317,0.4014,0.362,0.3056,0.2413,0.1987,0.1655,0.1235,0.0923,0.0754,0.0671,0.0719,0.0694
Mityana,UGA,Uganda,47087,0.4323,0.4686,0.4785,0.4543,0.4087,0.3714,0.3424,0.32,0.355,0.3993,0.367,0.2997,0.2306,0.1711,0.1862,0.1795
Mubende,UGA,Uganda,47088,0.5175,0.5355,0.5334,0.51,0.4787,0.4533,0.4566,0.4556,0.5175,0.5643,0.5199,0.4162,0.2986,0.2008,0.2175,0.2041
Nakaseke,UGA,Uganda,47089,0.4944,0.5381,0.5533,0.5346,0.4873,0.4444,0.4076,0.3833,0.421,0.459,0.4192,0.3305,0.2501,0.1825,0.194,0.1884
Tororo,UGA,Uganda,47090,0.8162,0.9128,0.9368,0.9283,0.8694,0.7638,0.6707,0.6091,0.6311,0.6711,0.6211,0.5208,0.4091,0.2982,0.3089,0.2999
Diourbel,SEN,Senegal,47585,0.3175,0.3344,0.3164,0.2709,0.1596,0.0993,0.0709,0.0537,0.051,0.0499,0.047,0.0394,0.03,0.0247,0.0228,0.0218
Fatick,SEN,Senegal,47586,0.2398,0.2336,0.2158,0.1952,0.124,0.0891,0.0706,0.0596,0.0612,0.0656,0.0604,0.0464,0.0326,0.0237,0.0222,0.0214
Louga,SEN,Senegal,47587,0.2278,0.2624,0.2743,0.2558,0.1541,0.1017,0.076,0.0581,0.0539,0.0496,0.0445,0.0354,0.0267,0.0229,0.021,0.0208
Matam,SEN,Senegal,47588,0.1583,0.1612,0.161,0.1531,0.0969,0.082,0.0766,0.0739,0.0833,0.0892,0.083,0.0613,0.038,0.0261,0.0248,0.0249
Saint louis,SEN,Senegal,47589,0.1801,0.2047,0.2176,0.2067,0.1259,0.0894,0.0693,0.055,0.0536,0.0507,0.0454,0.0354,0.0262,0.0225,0.0214,0.0213
Oromia,ETH,Ethiopia,47678,0.0306,0.033,0.0341,0.0334,0.0319,0.0318,0.0187,0.0143,0.0074,0.0038,0.003,0.0024,0.0023,0.0023,0.0022,0.0021
Somali,ETH,Ethiopia,47679,0.0334,0.0357,0.0379,0.0377,0.0371,0.0407,0.0261,0.022,0.012,0.0071,0.0062,0.0057,0.0073,0.0081,0.0074,0.0076
Arusha,TZA,United Republic of Tanzania,48357,0.1488,0.1234,0.1056,0.0709,0.0534,0.0438,0.0386,0.0327,0.0268,0.0299,0.0358,0.0349,0.0474,0.0532,0.0442,0.04
Dar es Salaam,TZA,United Republic of Tanzania,48358,0.2681,0.1808,0.1412,0.1131,0.1151,0.129,0.1221,0.1051,0.0757,0.0653,0.0575,0.0462,0.0515,0.0564,0.0466,0.0467
Dodoma,TZA,United Republic of Tanzania,48359,0.2047,0.1869,0.1781,0.1244,0.1116,0.1047,0.0934,0.0806,0.0637,0.0626,0.0616,0.0534,0.0617,0.0621,0.0498,0.0478
Iringa,TZA,United Republic of Tanzania,48360,0.1493,0.1349,0.1262,0.0865,0.0724,0.0638,0.0586,0.0537,0.0487,0.055,0.0582,0.0506,0.0529,0.049,0.0401,0.0381
Kagera,TZA,United Republic of Tanzania,48361,0.4489,0.4445,0.4263,0.3689,0.3013,0.2443,0.2056,0.1924,0.1823,0.1961,0.1833,0.1257,0.0954,0.0772,0.0661,0.0693
Kigoma,TZA,United Republic of Tanzania,48362,0.5166,0.5432,0.5406,0.5,0.4247,0.3514,0.2886,0.2349,0.1895,0.1844,0.1681,0.1259,0.1186,0.1143,0.0995,0.1042
Kilimanjaro,TZA,United Republic of Tanzania,48363,0.0474,0.0362,0.0334,0.0252,0.0288,0.0354,0.0388,0.0337,0.0244,0.0236,0.0285,0.0327,0.0567,0.069,0.0568,0.0494
Lindi,TZA,United Republic of Tanzania,48364,0.6268,0.7168,0.753,0.7221,0.6575,0.5656,0.4679,0.3919,0.3118,0.2718,0.2302,0.1524,0.126,0.1028,0.0943,0.0909
Manyara,TZA,United Republic of Tanzania,48365,0.1603,0.1374,0.1214,0.0873,0.0675,0.0589,0.0529,0.0459,0.037,0.038,0.0413,0.0362,0.0434,0.0456,0.0373,0.035
Mara,TZA,United Republic of Tanzania,48366,0.268,0.2721,0.287,0.237,0.2364,0.2401,0.221,0.1947,0.1441,0.1286,0.121,0.1023,0.1202,0.1121,0.0928,0.09
Mbeya,TZA,United Republic of Tanzania,48367,0.2195,0.1907,0.175,0.1467,0.131,0.1193,0.1025,0.0796,0.055,0.0472,0.045,0.0402,0.0537,0.0669,0.0588,0.0569
Morogoro,TZA,United Republic of Tanzania,48368,0.427,0.3852,0.3489,0.29,0.2439,0.207,0.1704,0.1463,0.1171,0.1145,0.1124,0.0924,0.0992,0.1026,0.0929,0.0939
Mtwara,TZA,United Republic of Tanzania,48369,0.6044,0.7048,0.7434,0.6981,0.6128,0.4956,0.3932,0.3185,0.2552,0.2314,0.2006,0.1371,0.1194,0.1028,0.0871,0.0884
Mwanza,TZA,United Republic of Tanzania,48370,0.421,0.396,0.3805,0.3332,0.2918,0.2643,0.2388,0.2254,0.2025,0.2076,0.1855,0.1261,0.0992,0.0823,0.0696,0.0757
Pemba North,TZA,United Republic of Tanzania,48371,0.4397,0.5862,0.6214,0.5233,0.3283,0.1659,0.0842,0.051,0.0334,0.0317,0.0336,0.0323,0.0472,0.0672,0.0569,0.0558
Unguja North,TZA,United Republic of Tanzania,48372,0.4365,0.3791,0.2878,0.1725,0.0811,0.0396,0.0242,0.0216,0.0243,0.0374,0.0462,0.0379,0.0366,0.0393,0.0339,0.0335
Pwani,TZA,United Republic of Tanzania,48373,0.5451,0.4746,0.398,0.3367,0.2861,0.2686,0.2265,0.2077,0.1682,0.1793,0.1706,0.1298,0.1232,0.1179,0.108,0.1108
Rukwa,TZA,United Republic of Tanzania,48374,0.3668,0.3601,0.3495,0.3149,0.2727,0.2334,0.1899,0.1409,0.0969,0.079,0.0667,0.0494,0.0532,0.0625,0.0546,0.0563
Ruvuma,TZA,United Republic of Tanzania,48375,0.2469,0.2751,0.3058,0.2734,0.273,0.2674,0.2504,0.2183,0.1698,0.1497,0.1229,0.0824,0.0679,0.0588,0.0484,0.047
Shinyanga,TZA,United Republic of Tanzania,48376,0.3617,0.347,0.3485,0.319,0.3088,0.3082,0.2905,0.2599,0.2047,0.182,0.1491,0.098,0.0775,0.0648,0.0547,0.0587
Singida,TZA,United Republic of Tanzania,48377,0.2278,0.2057,0.1851,0.1449,0.1014,0.0777,0.0655,0.0586,0.0531,0.0603,0.0604,0.047,0.0445,0.0409,0.0328,0.0325
Pemba South,TZA,United Republic of Tanzania,48378,0.4589,0.5462,0.5287,0.385,0.1896,0.0768,0.0366,0.0238,0.0192,0.0236,0.0301,0.0319,0.049,0.0712,0.0614,0.0603
Unguja South,TZA,United Republic of Tanzania,48379,0.3954,0.3114,0.2259,0.1305,0.0678,0.0376,0.0257,0.0237,0.0268,0.0402,0.0498,0.0432,0.0443,0.048,0.0418,0.041
Tabora,TZA,United Republic of Tanzania,48380,0.3628,0.3545,0.3441,0.2909,0.2364,0.1987,0.1698,0.1469,0.1234,0.1179,0.0993,0.0658,0.055,0.0518,0.0425,0.0448
Tanga,TZA,United Republic of Tanzania,48381,0.4178,0.4387,0.4293,0.3807,0.31,0.2393,0.181,0.1376,0.0958,0.0816,0.0728,0.0546,0.0582,0.067,0.0595,0.0594
Unguja Urban West,TZA,United Republic of Tanzania,48382,0.4128,0.3168,0.2165,0.121,0.0567,0.0282,0.0185,0.0166,0.0193,0.0305,0.0391,0.0351,0.0353,0.0393,0.0326,0.0329
Central,KEN,Kenya,51325,0.0674,0.0606,0.039,0.0354,0.0334,0.0289,0.0218,0.0129,0.0065,0.0042,0.0047,0.0071,0.0197,0.0445,0.0466,0.0426
Coast,KEN,Kenya,51326,0.3441,0.4015,0.3565,0.3244,0.2425,0.1599,0.1044,0.0657,0.0419,0.0371,0.0413,0.0541,0.0997,0.1609,0.1622,0.1517
Eastern,KEN,Kenya,51327,0.1357,0.1352,0.0979,0.0931,0.0872,0.0728,0.053,0.0315,0.0151,0.0095,0.0098,0.0126,0.0302,0.0657,0.0682,0.0631
Nairobi,KEN,Kenya,51328,0.0027,0.0024,0.0015,0.0013,0.0012,0.001,0.0008,0.0005,0.0003,0.0002,0.0002,0.0003,0.0007,0.0014,0.0014,0.0013
North Eastern,KEN,Kenya,51329,0.0741,0.0737,0.0512,0.0489,0.0461,0.0451,0.0416,0.034,0.0235,0.0196,0.0179,0.0162,0.0209,0.0285,0.0291,0.0276
Nyanza,KEN,Kenya,51330,0.3411,0.4265,0.404,0.3777,0.3041,0.2203,0.1671,0.1358,0.1246,0.1398,0.1566,0.1673,0.2171,0.2576,0.2559,0.2423
Rift Valley,KEN,Kenya,51331,0.1383,0.1587,0.1278,0.1134,0.0851,0.0578,0.0389,0.0244,0.0148,0.0132,0.0159,0.0223,0.0514,0.0948,0.0976,0.0898
Western,KEN,Kenya,51332,0.4869,0.6473,0.6538,0.6052,0.4507,0.2841,0.2014,0.1624,0.1683,0.2143,0.2492,0.2504,0.2493,0.2345,0.2357,0.2181
Administrative unit not available,KEN,Kenya,61033,0.1168,0.1202,0.0904,0.0791,0.066,0.055,0.0481,0.0409,0.0321,0.0328,0.0323,0.0271,0.0277,0.0323,0.0312,0.0305
Area under National Administration,MOZ,Mozambique,65246,0.4256,0.4267,0.4214,0.4133,0.3991,0.3401,0.3431,0.3274,0.3411,0.3929,0.3929,0.3377,0.2965,0.2106,0.1817,0.1713
Area under National Administration,MWI,Malawi,65268,0.3335,0.3263,0.3211,0.2709,0.243,0.2289,0.237,0.2606,0.308,0.3561,0.3215,0.2701,0.2079,0.1468,0.1477,0.1254
Abia,NGA,Nigeria,65698,0.8626,0.8647,0.8572,0.8473,0.8279,0.7907,0.7295,0.6393,0.5231,0.4047,0.3273,0.3117,0.3493,0.4241,0.411,0.4043
Bauchi,NGA,Nigeria,65699,0.4636,0.4584,0.4547,0.4444,0.4318,0.4287,0.4273,0.4357,0.4475,0.4041,0.3746,0.341,0.3143,0.3103,0.3124,0.3165
Bayelsa,NGA,Nigeria,65700,0.4918,0.4787,0.4484,0.402,0.3429,0.2936,0.2729,0.269,0.2884,0.2759,0.2595,0.247,0.2347,0.2346,0.2476,0.2231
Ebonyi,NGA,Nigeria,65701,0.5771,0.5633,0.56,0.5596,0.5666,0.5779,0.559,0.5333,0.5049,0.4384,0.3758,0.347,0.3253,0.3477,0.3344,0.3208
Ekiti,NGA,Nigeria,65702,0.5524,0.525,0.515,0.5265,0.5502,0.5693,0.5666,0.5399,0.5051,0.452,0.4167,0.4121,0.4369,0.4742,0.4654,0.4493
Enugu,NGA,Nigeria,65703,0.2781,0.2579,0.2559,0.2661,0.2868,0.3197,0.3326,0.3271,0.3152,0.2506,0.2129,0.1947,0.189,0.2032,0.1952,0.1872
Gombe,NGA,Nigeria,65704,0.4325,0.4429,0.4574,0.4682,0.4781,0.4785,0.4718,0.4604,0.4366,0.3621,0.3157,0.2926,0.2978,0.3215,0.3246,0.3271
Nassarawa,NGA,Nigeria,65705,0.5515,0.536,0.5274,0.522,0.5243,0.5218,0.5035,0.4811,0.4368,0.3764,0.3317,0.3151,0.3217,0.3544,0.3405,0.3348
Ondo,NGA,Nigeria,65706,0.4965,0.4728,0.4634,0.4698,0.4874,0.5059,0.5179,0.5149,0.5179,0.4817,0.446,0.4182,0.3996,0.3986,0.3918,0.3778
Plateau,NGA,Nigeria,65707,0.4984,0.4814,0.4682,0.4497,0.4289,0.4067,0.3821,0.3507,0.3083,0.2485,0.2197,0.2164,0.2508,0.2986,0.292,0.2907
Rivers,NGA,Nigeria,65708,0.6702,0.66,0.6271,0.5831,0.519,0.4457,0.3828,0.3209,0.2705,0.2169,0.1835,0.1797,0.2054,0.2516,0.2487,0.2365
Sokoto,NGA,Nigeria,65709,0.2488,0.2427,0.2381,0.23,0.2179,0.2233,0.2452,0.2923,0.3639,0.3474,0.3588,0.3433,0.3109,0.271,0.2671,0.2749
Zamfara,NGA,Nigeria,65710,0.369,0.3614,0.3584,0.3531,0.3432,0.3485,0.3703,0.4117,0.4738,0.4649,0.4642,0.4308,0.3916,0.3502,0.3463,0.3577
Bangui,CAF,Central African Republic,67154,0.6442,0.6483,0.6735,0.7269,0.7959,0.8496,0.867,0.8517,0.7989,0.7239,0.6409,0.5449,0.454,0.4005,0.3711,0.3492
Kassala,SDN,Sudan,68783,0.0477,0.0428,0.035,0.0275,0.021,0.0184,0.0122,0.0117,0.0124,0.0151,0.0179,0.0198,0.0231,0.0243,0.0242,0.0246
Northern Kordofan,SDN,Sudan,68784,0.0632,0.0641,0.0623,0.0572,0.0533,0.053,0.0349,0.0295,0.0259,0.0262,0.0253,0.023,0.0228,0.0237,0.0246,0.0243
Gadaref,SDN,Sudan,68805,0.0314,0.0277,0.0242,0.022,0.0209,0.0221,0.0167,0.0166,0.0167,0.0182,0.0198,0.022,0.0276,0.0293,0.03,0.0298
Matabeleland North,ZWE,Zimbabwe,69549,0.0468,0.0444,0.0447,0.0413,0.0426,0.0401,0.0499,0.0561,0.0708,0.0807,0.076,0.075,0.0738,0.0646,0.0623,0.0604
Mashonaland East,ZWE,Zimbabwe,69550,0.0168,0.0222,0.028,0.0309,0.0301,0.0265,0.0259,0.0257,0.0274,0.0266,0.0217,0.0199,0.0219,0.0248,0.0234,0.0231
Mpumalanga,ZAF,South Africa,1013699,0.0539,0.0561,0.0536,0.0452,0.0394,0.0316,0.0311,0.018,0.0122,0.0154,0.0151,0.0142,0.0147,0.0235,0.0254,0.021
North-west,ZAF,South Africa,1013700,0.001,0.0009,0.0009,0.0008,0.001,0.001,0.0012,0.0007,0.0004,0.0004,0.0003,0.0003,0.0002,0.0003,0.0003,0.0003
Northern Cape,ZAF,South Africa,1013701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Cape,ZAF,South Africa,1013702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwazulu-natal,ZAF,South Africa,1013703,0.003,0.0027,0.0026,0.0026,0.0029,0.0036,0.0042,0.0029,0.002,0.0026,0.0026,0.0022,0.0021,0.0029,0.0031,0.0025
Northern Province,ZAF,South Africa,1013704,0.0699,0.0713,0.0685,0.0628,0.0618,0.0562,0.0606,0.0353,0.0217,0.0242,0.0233,0.0219,0.0223,0.0344,0.038,0.0311
Gauteng,ZAF,South Africa,1013705,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
Free State,ZAF,South Africa,1013706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Cape,ZAF,South Africa,1013707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
